455.06, 2.14, 735.49, 2.18, 275.82, 358.49, 0.00, 199674.1
455.06, 2.15, 735.49, 2.18, 275.82, 358.49, 0.00, 199674.1
455.06, 2.15, 735.49, 2.18, 275.82, 358.49, 0.00, 199674.1
455.06, 2.15, 735.49, 2.18, 275.82, 358.49, 0.00, 199674.1
455.06, 2.15, 735.49, 2.18, 275.82, 358.49, 0.00, 199674.1
455.06, 2.15, 735.49, 2.18, 275.82, 358.49, 0.00, 199674.1
455.06, 2.15, 735.49, 2.18, 275.82, 358.49, 0.00, 199674.1
455.06, 2.15, 735.49, 2.18, 275.82, 358.49, 0.00, 199674.1
455.06, 2.15, 735.49, 2.18, 275.82, 358.49, 0.00, 199674.1
455.06, 2.15, 735.49, 2.18, 275.82, 358.49, 0.00, 199674.1
455.06, 2.15, 735.49, 2.67, 276.12, 358.32, 0.33, 199674.1
455.06, 2.15, 735.49, 2.67, 276.12, 358.32, 0.33, 199674.1
455.06, 2.15, 735.49, 2.72, 276.18, 358.26, 0.40, 199674.2
455.06, 2.15, 735.49, 2.73, 276.22, 358.23, 0.45, 199674.2
455.06, 2.15, 735.49, 2.75, 276.23, 358.24, 0.49, 199674.3
455.06, 2.15, 735.49, 2.75, 276.23, 358.24, 0.49, 199674.3
455.06, 2.15, 735.49, 2.77, 276.23, 358.25, 0.53, 199674.3
455.06, 2.15, 735.49, 2.79, 276.19, 358.21, 0.58, 199674.4
455.06, 2.15, 735.49, 2.84, 276.17, 358.19, 0.62, 199674.4
455.06, 2.15, 735.49, 2.84, 276.17, 358.19, 0.62, 199674.4
455.06, 2.15, 735.49, 2.89, 276.18, 358.17, 0.67, 199674.5
455.06, 2.15, 735.49, 2.92, 276.23, 358.18, 0.72, 199674.5
455.06, 2.15, 735.49, 2.98, 276.25, 358.18, 0.76, 199674.5
455.06, 2.15, 735.49, 2.98, 276.25, 358.18, 0.76, 199674.5
455.06, 2.15, 735.49, 2.98, 276.27, 358.13, 0.80, 199674.6
455.06, 2.15, 735.49, 3.04, 276.36, 358.15, 0.85, 199674.6
455.06, 2.15, 735.49, 3.04, 276.36, 358.15, 0.90, 199674.6
455.06, 2.15, 735.49, 3.08, 276.57, 358.15, 0.90, 199674.7
455.06, 2.15, 735.49, 3.12, 276.90, 358.11, 0.94, 199674.7
455.06, 2.15, 735.49, 3.22, 277.37, 358.05, 0.98, 199674.8
455.06, 2.15, 735.49, 3.22, 277.37, 358.05, 1.03, 199674.8
455.06, 2.15, 735.49, 3.36, 278.06, 358.01, 1.03, 199674.8
455.06, 2.15, 735.49, 3.53, 279.08, 357.94, 1.07, 199674.9
455.06, 2.15, 735.49, 3.65, 280.39, 357.98, 1.11, 199674.9
455.06, 2.15, 735.49, 3.65, 280.39, 357.98, 1.11, 199674.9
455.06, 2.15, 735.49, 3.80, 282.01, 358.11, 1.16, 199674.9
455.07, 2.15, 735.50, 3.85, 283.73, 358.18, 1.20, 199675
455.07, 2.15, 735.50, 3.85, 283.73, 358.18, 1.20, 199675
455.07, 2.15, 735.50, 3.95, 285.41, 358.17, 1.26, 199675
455.07, 2.15, 735.50, 3.99, 287.01, 358.24, 1.29, 199675.1
455.07, 2.15, 735.50, 3.96, 288.52, 358.25, 1.34, 199675.1
455.07, 2.15, 735.50, 3.94, 289.84, 358.21, 1.38, 199675.2
455.07, 2.15, 735.50, 3.94, 289.84, 358.21, 1.38, 199675.2
455.07, 2.15, 735.50, 3.82, 290.99, 358.14, 1.43, 199675.2
455.07, 2.15, 735.51, 3.67, 292.05, 357.99, 1.47, 199675.3
455.07, 2.15, 735.51, 3.38, 293.05, 357.76, 1.52, 199675.3
455.07, 2.15, 735.51, 3.38, 293.05, 357.76, 1.52, 199675.3
455.07, 2.15, 735.51, 3.19, 293.85, 357.58, 1.56, 199675.3
455.07, 2.15, 735.51, 2.93, 294.43, 357.42, 1.61, 199675.4
455.07, 2.15, 735.51, 2.66, 295.03, 357.23, 1.65, 199675.4
455.07, 2.15, 735.51, 2.66, 295.03, 357.23, 1.65, 199675.4
455.07, 2.15, 735.51, 2.38, 295.65, 357.05, 1.69, 199675.5
455.07, 2.15, 735.51, 2.19, 296.38, 356.84, 1.74, 199675.5
455.07, 2.15, 735.51, 2.19, 296.38, 356.84, 1.79, 199675.5
455.07, 2.15, 735.51, 2.19, 296.92, 356.56, 1.79, 199675.6
455.07, 2.15, 735.51, 2.06, 297.49, 356.29, 1.83, 199675.6
455.07, 2.15, 735.51, 2.06, 297.49, 356.29, 1.88, 199675.6
455.08, 2.15, 735.52, 2.15, 297.87, 356.12, 1.88, 199675.7
455.08, 2.15, 735.52, 2.32, 298.41, 355.88, 1.94, 199675.7
455.08, 2.15, 735.52, 2.32, 298.41, 355.88, 1.94, 199675.7
455.08, 2.15, 735.52, 2.30, 298.83, 355.83, 1.99, 199675.8
455.08, 2.15, 735.52, 2.34, 299.24, 355.77, 2.03, 199675.8
455.08, 2.15, 735.52, 2.34, 299.24, 355.77, 2.03, 199675.8
455.08, 2.15, 735.52, 2.42, 299.83, 355.69, 2.10, 199675.9
455.08, 2.15, 735.52, 2.42, 299.83, 355.69, 2.15, 199675.9
455.08, 2.15, 735.52, 2.44, 300.18, 355.61, 2.19, 199675.9
455.08, 2.15, 735.52, 2.40, 300.61, 355.58, 2.19, 199676
455.08, 2.15, 735.52, 2.43, 301.11, 355.52, 2.23, 199676
455.08, 2.15, 735.52, 2.42, 301.63, 355.51, 2.27, 199676.1
455.08, 2.15, 735.52, 2.42, 301.63, 355.51, 2.27, 199676.1
455.08, 2.15, 735.52, 2.42, 301.63, 355.51, 2.27, 199676.1
455.08, 2.15, 735.52, 2.48, 302.65, 355.45, 2.35, 199676.2
455.08, 2.15, 735.52, 2.48, 302.65, 355.45, 2.41, 199676.2
455.08, 2.15, 735.52, 2.49, 303.72, 355.35, 2.41, 199676.2
455.08, 2.15, 735.52, 2.41, 304.39, 355.19, 2.45, 199676.2
455.08, 2.15, 735.52, 2.35, 305.02, 355.06, 2.50, 199676.3
455.08, 2.15, 735.52, 2.35, 305.02, 355.06, 2.50, 199676.3
455.08, 2.15, 735.52, 2.19, 305.98, 355.03, 2.56, 199676.3
455.08, 2.15, 735.52, 2.19, 305.98, 355.03, 2.61, 199676.4
455.09, 2.15, 735.52, 2.17, 306.56, 355.07, 2.61, 199676.4
455.09, 2.15, 735.52, 2.14, 306.98, 355.10, 2.66, 199676.5
455.09, 2.15, 735.52, 2.14, 306.98, 355.10, 2.66, 199676.5
455.09, 2.15, 735.51, 2.10, 307.25, 355.10, 2.72, 199676.5
455.09, 2.15, 735.51, 2.10, 307.25, 355.10, 2.72, 199676.5
455.09, 2.15, 735.51, 2.00, 307.55, 355.21, 2.79, 199676.6
455.09, 2.15, 735.51, 2.00, 307.55, 355.21, 2.79, 199676.6
455.09, 2.15, 735.51, 1.89, 307.93, 355.44, 2.86, 199676.6
455.09, 2.15, 735.51, 1.95, 308.25, 355.62, 2.90, 199676.7
455.09, 2.15, 735.51, 1.95, 308.25, 355.62, 2.90, 199676.7
455.09, 2.15, 735.51, 2.10, 308.56, 355.75, 2.95, 199676.7
455.09, 2.15, 735.51, 2.17, 308.87, 355.94, 3.00, 199676.8
455.09, 2.15, 735.51, 2.17, 308.87, 355.94, 3.00, 199676.8
455.09, 2.15, 735.50, 2.32, 309.31, 356.21, 3.06, 199676.9
455.09, 2.15, 735.50, 2.32, 309.31, 356.21, 3.06, 199676.9
455.09, 2.15, 735.50, 2.32, 309.31, 356.21, 3.06, 199676.9
455.09, 2.15, 735.50, 2.47, 309.74, 356.42, 3.15, 199677
455.09, 2.15, 735.50, 2.47, 309.74, 356.42, 3.15, 199677
455.09, 2.15, 735.50, 2.55, 310.00, 356.45, 3.21, 199677
455.09, 2.15, 735.50, 2.48, 310.25, 356.52, 3.26, 199677
455.09, 2.15, 735.50, 2.48, 310.25, 356.52, 3.26, 199677
455.09, 2.15, 735.50, 2.37, 310.69, 356.64, 3.30, 199677.1
455.09, 2.15, 735.50, 2.18, 311.38, 356.73, 3.35, 199677.1
455.09, 2.15, 735.50, 2.03, 312.31, 356.79, 3.40, 199677.2
455.09, 2.15, 735.50, 2.03, 312.31, 356.79, 3.40, 199677.2
455.09, 2.15, 735.50, 1.78, 314.75, 356.92, 3.46, 199677.3
455.09, 2.15, 735.50, 1.78, 314.75, 356.92, 3.46, 199677.3
455.09, 2.15, 735.50, 1.73, 316.74, 357.04, 3.50, 199677.3
455.09, 2.15, 735.50, 1.56, 318.75, 356.97, 3.55, 199677.3
455.10, 2.15, 735.50, 1.19, 320.88, 356.80, 3.59, 199677.4
455.10, 2.15, 735.50, 1.19, 320.88, 356.80, 3.59, 199677.4
455.10, 2.15, 735.50, 0.71, 323.36, 356.71, 3.64, 199677.4
455.10, 2.15, 735.51, 0.34, 325.59, 356.63, 3.68, 199677.5
455.10, 2.15, 735.51, 0.34, 325.59, 356.63, 3.68, 199677.5
455.10, 2.15, 735.51, 0.02, 327.48, 356.48, 3.73, 199677.5
455.10, 2.15, 735.51, 359.74, 329.01, 356.38, 3.77, 199677.6
455.10, 2.15, 735.51, 359.36, 330.30, 356.30, 3.82, 199677.6
455.10, 2.15, 735.51, 359.36, 330.30, 356.30, 3.82, 199677.6
455.11, 2.15, 735.51, 359.16, 331.73, 356.22, 3.88, 199677.7
455.11, 2.15, 735.51, 359.16, 331.73, 356.22, 3.88, 199677.7
455.11, 2.15, 735.51, 359.30, 332.59, 356.18, 3.95, 199677.8
455.11, 2.15, 735.51, 359.30, 332.59, 356.18, 3.95, 199677.8
455.11, 2.15, 735.51, 359.36, 333.03, 356.08, 4.00, 199677.8
455.11, 2.15, 735.51, 359.53, 333.18, 356.08, 4.04, 199677.8
455.11, 2.15, 735.51, 359.53, 333.40, 356.07, 4.09, 199677.9
455.11, 2.15, 735.51, 359.53, 333.40, 356.07, 4.13, 199677.9
455.11, 2.15, 735.51, 359.46, 333.80, 356.12, 4.13, 199677.9
455.11, 2.15, 735.51, 359.43, 334.24, 356.15, 4.17, 199678
455.11, 2.15, 735.51, 359.43, 334.24, 356.15, 4.17, 199678
455.11, 2.15, 735.51, 359.56, 334.84, 356.08, 4.24, 199678
455.11, 2.15, 735.51, 359.56, 334.84, 356.08, 4.24, 199678
455.11, 2.15, 735.51, 359.54, 335.38, 356.26, 4.31, 199678.1
455.11, 2.15, 735.51, 359.54, 335.38, 356.26, 4.31, 199678.1
455.11, 2.15, 735.51, 359.43, 335.83, 356.37, 4.37, 199678.2
455.11, 2.15, 735.50, 359.33, 335.89, 356.41, 4.42, 199678.2
455.11, 2.15, 735.50, 359.33, 335.89, 356.41, 4.42, 199678.2
455.11, 2.15, 735.50, 359.18, 335.79, 356.42, 4.47, 199678.3
455.11, 2.15, 735.50, 359.18, 335.79, 356.42, 4.47, 199678.3
455.11, 2.15, 735.50, 359.22, 335.41, 356.38, 4.53, 199678.3
455.11, 2.15, 735.50, 359.03, 335.25, 356.42, 4.58, 199678.4
455.11, 2.15, 735.50, 359.03, 335.25, 356.42, 4.58, 199678.4
455.11, 2.15, 735.50, 359.00, 335.20, 356.40, 4.62, 199678.4
